1,0.833333,1,7,2,8,5
2,0.714286,0.833333,7,3,7,4
3,0.714286,0.857143,7,2,7,4
4,0.714286,0.714286,7,2,3,7
5,0.8,1,7,6,8,1
6,0.833333,0.857143,7,2,5,8
7,0.714286,0.857143,7,2,3,4
8,0.8,1,7,5,6,1
